"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SBLK","Star Bulk Carriers Corp.","11.33","718497377.07","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","25","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"SBUX","Starbucks Corporation","53.49","77234211000","n/a","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sbux",
"STFC","State Auto Financial Corporation","24.18","1017240872.7","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/stfc",
"STBZ","State Bank Financial Corporation.","26.06","1015478430.34","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
"SNC","State National Companies, Inc.","20.68","872149241.48","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/snc",
"STDY","SteadyMed Ltd.","3.45","91618379.4","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy",
"GASS","StealthGas, Inc.","3.13","124763562.19","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STLD","Steel Dynamics, Inc.","34.21","8206051019.54","n/a","1996","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld",
"SMRT","Stein Mart, Inc.","1.17","56067025.95","n/a","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt",
"STLR","Stellar Acquisition III Inc.","10.1049","91046937.5673","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlr",
"STLRU","Stellar Acquisition III Inc.","10.5806","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlru",
"STLRW","Stellar Acquisition III Inc.","0.4","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlrw",
"SBOT","Stellar Biotechnologies, Inc.","1.22","12834517.12","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot",
"STML","Stemline Therapeutics, Inc.","9.6","242688230.4","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml",
"SRCL","Stericycle, Inc.","70.26","5995896008.1","n/a","1996","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl",
"SRCLP","Stericycle, Inc.","57.59","0","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp",
"STRL","Sterling Construction Company Inc","13.42","362745377.94","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","41.95","2481694670.25","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo",
"SSFN","Stewardship Financial Corp","8.75","75623765","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"SYBT","Stock Yards Bancorp, Inc.","32.65","739846649.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt",
"BANX","StoneCastle Financial Corp","20.13","131636270.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banx",
"SGBK","Stonegate Bank","44.83","686073299.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgbk",
"SSKN","Strata Skin Sciences, Inc.","1.71","4236940.53","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/sskn",
"SSYS","Stratasys, Ltd.","22.7","1199785800","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys",
"STRT","Strattec Security Corporation","37.2","137630848.8","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/strt",
"STRS","Stratus Properties Inc.","29.15","236887533.3","n/a","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/strs",
"STRA","Strayer Education, Inc.","78.69","878764673.25","n/a","1996","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/stra",
"STRM","Streamline Health Solutions, Inc.","1.36","26756805.92","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SBBP","Strongbridge Biopharma plc","6.25","220843912.5","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbbp",
"STB","Student Transportation Inc","6.13","581140446.79","n/a","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"SCMP","Sucampo Pharmaceuticals, Inc.","12.35","574922905.7","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scmp",
"SUMR","Summer Infant, Inc.","1.98","36806833.8","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","22.37","277982012.98","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smmf",
"SSBI","Summit State Bank","12.9","77749590","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/ssbi",
"SMMT","Summit Therapeutics plc","14.39","67769906.46","4709514","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/smmt",
"SNBC","Sun Bancorp, Inc.","22.85","436249686.5","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/snbc",
"SNHY","Sun Hydraulics Corporation","49.46","1338320878.46","n/a","1997","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/snhy",
"SNDE","Sundance Energy Australia Limited","4.0321","2945618.3982","730542","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/snde",
"SNSS","Sunesis Pharmaceuticals, Inc.","2.1899","51491543.5406","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snss",
"STKL","SunOpta, Inc.","8.95","774097036.55","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","8.59","1198230215.46","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","7.04","748058072.96","n/a","2015","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/run",
"SBCP","Sunshine Bancorp, Inc.","19.87","159486713.96","n/a","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sbcp",
"SUNW","Sunworks, Inc.","1.487","33391572.368","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/sunw",
"SMCI","Super Micro Computer, Inc.","25.75","1253844544","n/a","2007","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","2.85","42574266.15","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.13","12118414.93","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SGC","Superior Uniform Group, Inc.","22.05","325730361.6","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","48.6","2463976746","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","2.33","43583954.8","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt",
"SGRY","Surgery Partners, Inc.","9.6","468586473.6","n/a","2015","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","27.35","358557433.35","n/a","1998","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srdx",
"SBBX","Sussex Bancorp","23.05","139226149","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbbx",
"SIVB","SVB Financial Group","162.46","8560529961.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivb",
"SIVBO","SVB Financial Group","27.25","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivbo",
"SYKE","Sykes Enterprises, Incorporated","26.505","1139959720.665","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","31.63","19437897954.27","n/a","1989","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","2.8","108271548","n/a","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","11.25","98065046.25","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","38.11","1284431695.92","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","16.56","767928103.2","n/a","2006","Technology","EDP Services","http://www.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","12.48","277305325.44","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sndx",
"SGYP","Synergy Pharmaceuticals, Inc.","2.79","627624285.39","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp",
"SYBX","Synlogic, Inc.","13.44","218836746.24","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/sybx",
"SNPS","Synopsys, Inc.","79.54","11950699115.02","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps",
"SYNT","Syntel, Inc.","18.26","1527915451.7","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/synt",
"SYMX","Synthesis Energy Systems, Inc.","0.41","35834000","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/symx",
"SYPR","Sypris Solutions, Inc.","1.56","33427800.12","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","17.18","451150287.54","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syrs",
"TROW","T. Rowe Price Group, Inc.","82.13","19740599336.93","n/a","1986","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","4.74","145822872.06","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","21.76","377757995.52","n/a","2016","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","34.44","605683089.48","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tcmd",
"TAIT","Taitron Components Incorporated","1.57","8746229.79","n/a","1995","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tait",
"TTWO","Take-Two Interactive Software, Inc.","99.62","10612300830.68","n/a","1997","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","39.25","726780435.75","18516699","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tlnd",
"TNDM","Tandem Diabetes Care, Inc.","0.5633","28293956.8323","n/a","2013","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","8.1","75093982.2","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tlf",
"TANH","Tantech Holdings Ltd.","3.36","81688101.6","n/a","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tanh",
"TPIV","TapImmune Inc.","3.23","32813547.39","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpiv",
"TEDU","Tarena International, Inc.","13.94","422418508.86","30302619","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tedu",
"TATT","TAT Technologies Ltd.","10.55","93140084.2","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tatt",
"TAYD","Taylor Devices, Inc.","11.6","40076770.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tayd",
"CGBD","TCG BDC, Inc.","18.31","1132653816.88","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/cgbd",
"TCPC","TCP Capital Corp.","16.27","956549126.54","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/tcpc",
"AMTD","TD Ameritrade Holding Corporation","42.96","22689291135.6","n/a","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/amtd",
"TEAR","TearLab Corporation","1.36","7809736.08","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tear",
"TECD","Tech Data Corporation","82.61","3151499877.13","n/a","1986","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","5.35","9843341.95","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TTGT","TechTarget, Inc.","10.68","292648148.16","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ttgt",
"TGLS","Tecnoglass Inc.","7.27","245942827.75","n/a","2012","Consumer Durables","Electronic Components","http://www.nasdaq.com/symbol/tgls",
"TGEN","Tecogen Inc.","3.37","83289512.93","n/a","2014","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tgen",
"TNAV","Telenav, Inc.","6.25","274663925","n/a","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnav",
"TTEC","TeleTech Holdings, Inc.","38.6","1769517798","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/ttec",
"TLGT","Teligent, Inc.","6.83","364667004.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlgt",
"TELL","Tellurian Inc.","10.2","2150766237","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tell",
"TENX","Tenax Therapeutics, Inc.","0.33","9318060.18","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/tenx",
"GLBL","TerraForm Global, Inc.","5.05","880285094","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/glbl",
"TERP","TerraForm Power, Inc.","13.64","1917305304.2","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/terp",
"TBNK","Territorial Bancorp Inc.","29.67","291669095.46","n/a","2009","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tbnk",
"TSRO","TESARO, Inc.","120.32","6519054791.68","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tsro",
"TESO","Tesco Corporation","4.35","203384058.6","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/teso",
"TSLA","Tesla, Inc. ","343.4","57309003698.2","n/a","2010","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","12.3","102962070","n/a","1994","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tess",
"TTEK","Tetra Tech, Inc.","43.5","2459988858","n/a","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/ttek",
"TTPH","Tetraphase Pharmaceuticals, Inc.","6.88","351247722.24","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ttph",
"TCBI","Texas Capital Bancshares, Inc.","70.95","3519140291.7","n/a","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","25.2892","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","25.36","152160000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbip",
"TCBIW","Texas Capital Bancshares, Inc.","64.0304","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbiw",
"TXN","Texas Instruments Incorporated","81.38","80569343628.02","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/txn",
"TXRH","Texas Roadhouse, Inc.","46.57","3307942170.84","n/a","2004","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/txrh",
"TFSL","TFS Financial Corporation","14.86","4182285702.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","12.2","839797894.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tgtx",
"ABCO","The Advisory Board Company","53.35","2171978157.8","n/a","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/abco",
"ANDE","The Andersons, Inc.","31","880400000","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","7.79","435131054.55","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tbbk",
"BPRN","The Bank of Princeton","31.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bprn",
"BONT","The Bon-Ton Stores, Inc.","0.6","12913086","n/a","1991","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bont",
"CG","The Carlyle Group L.P.","20.15","6635563635.35","n/a","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/cg",
"CAKE","The Cheesecake Factory Incorporated","39.07","1836580993.36","n/a","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cake",
"CHEF","The Chefs&#39; Warehouse, Inc.","16.6","437585976.6","n/a","2011","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/chef",
"TCFC","The Community Financial Corporation","35.78","166352025.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcfc",
"DSGX","The Descartes Systems Group Inc.","28.3","2171374015.1","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsgx",
"DXYN","The Dixie Group, Inc.","4.0944","66026048.736","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/dxyn",
"ENSG","The Ensign Group, Inc.","21.01","1068743529.26","n/a","2007","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ensg",
"XONE","The ExOne Company","8.47","136617872.93","n/a","2013","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xone",
"FINL","The Finish Line, Inc.","9.3","373366672.2","n/a","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/finl",
"FBMS","The First Bancshares, Inc.","28.35","259477825.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","26.55","647355242.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/flic",
"GT","The Goodyear Tire & Rubber Company","30.31","7630956837.7","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/gt",
"HABT","The Habit Restaurants, Inc.","12.8","333111347.2","n/a","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/habt",
"HCKT","The Hackett Group, Inc.","13.8","398399224.2","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","40.05","4153074341.85","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/hain",
"FITS","The Health and Fitness ETF","26.2199","2622016.2199","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fits",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","7.15","43855661.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","24.1","56908028.9","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/intg",
"JYNT","The Joint Corp.","4.91","64706631.4","n/a","2014","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/jynt",
"KEYW","The KEYW Holding Corporation","7.41","368949398.22","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/keyw",
"KHC","The Kraft Heinz Company","81.72","99555481689.84","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/khc",
"OLD","The Long-Term Care ETF","26.33","2633026.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/old",
"MDCO","The Medicines Company","36.5","2651338428.5","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdco",
"MEET","The Meet Group, Inc.","3.88","278576628","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/meet",
"MIK","The Michaels Companies, Inc.","22.18","4014277109.92","n/a","2014","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/mik",
"MIDD","The Middleby Corporation","119.88","6906379227.48","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/midd",
"NAVG","The Navigators Group, Inc.","56.8","1675496396.8","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/navg",
"SLIM","The Obesity ETF","28.09","2809028.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slim",
"STKS","The ONE Group Hospitality, Inc.","1.41","35553955.11","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/stks",
"ORG","The Organics ETF","30.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/org",
"PCLN","The Priceline Group Inc. ","1838.57","90198440562.83","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcln",
"PRSC","The Providence Service Corporation","52.79","712751417.23","n/a","2003","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/prsc",
"RMR","The RMR Group Inc.","49.3","1532959343","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/rmr",
"SMPL","The Simply Good Foods Company","12.07","851689375","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/smpl",
"SMPLW","The Simply Good Foods Company","2.5","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/smplw",
"TSG","The Stars Group Inc.","16.65","2450792004.75","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/tsg",
"TTD","The Trade Desk, Inc.","56.23","2293129237.66","n/a","2016","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ttd",
"ULTI","The Ultimate Software Group, Inc.","190.92","5694643962.36","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ulti",
"YORW","The York Water Company","33.55","431045032","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/yorw",
"NCTY","The9 Limited","0.9201","19911851.8965","21640965","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ncty",
"TRPX","Therapix Biosciences Ltd.","5.7","11607685.2","2036436","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/trpx",
"TBPH","Theravance Biopharma, Inc.","31.43","1691860304.96","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tbph",
"TST","TheStreet, Inc.","0.88","31563545.2","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/tst",
"TCRD","THL Credit, Inc.","9.27","303830470.17","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/tcrd",
"TICC","TICC Capital Corp.","6.91","355722716.19","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ticc",
"TICCL","TICC Capital Corp.","26.08","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ticcl",
"TIG","TiGenix","23.21","29633901.33","1276773","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tig",
"TTS","Tile Shop Hldgs, Inc.","15.65","812606859.65","n/a","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/tts",
"TIL","Till Capital Ltd.","3.9921","13374668.7564","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/til",
"TSBK","Timberland Bancorp, Inc.","27.99","205974967.23","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/tsbk",
"TNTR","Tintri, Inc.","4.55","145194167.3","n/a","2017","Technology","EDP Services","http://www.nasdaq.com/symbol/tntr",
"TIPT","Tiptree Inc.","5.8","219486558","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/tipt",
"TITN","Titan Machinery Inc.","13.34","293891805.8","n/a","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/titn",
"TTNP","Titan Pharmaceuticals, Inc.","1.575","33395896.8","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ttnp",
"TVTY","Tivity Health, Inc.","38.35","1510509206.05","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/tvty",
"TIVO","TiVo Corporation","18.1","2206896800","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tivo",
"TMUS","T-Mobile US, Inc.","62.74","52139987470.02","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tmus",
"TMUSP","T-Mobile US, Inc.","101.49","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tmusp",
"TOCA","Tocagen Inc.","12.6","249599057.4","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/toca",
"TNXP","Tonix Pharmaceuticals Holding Corp.","4.2","31536376.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tnxp",
"TISA","Top Image Systems, Ltd.","1.18","21160031.4","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa",
"TOPS","TOP Ships Inc.","0.4399","525.6805","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TORM          ","TOR Minerals International Inc","7.4845","26507876.1035","n/a","1988","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/torm",
"TRCH","Torchlight Energy Resources, Inc.","1.21","72856441.35","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/trch",
"TSEM","Tower Semiconductor Ltd.","28.6","2799739800","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsem",
"CLUB","Town Sports International Holdings, Inc.","5.75","153449404.75","n/a","2006","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/club",
"TOWN","Towne Bank","29.95","1871640431.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/town",
"TPIC","TPI Composites, Inc.","19.83","671961125.04","n/a","2016","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","3.35","55797321.95","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","60.31","7641032925.43","n/a","1994","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/tsco",
"TWMC","Trans World Entertainment Corp.","2.6","93904343","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/twmc",
"TACT","TransAct Technologies Incorporated","9.5","69957306.5","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tact",
"TRNS","Transcat, Inc.","13.2","94111142.4","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/trns",
"TGA","Transglobe Energy Corp","1.25","90256711.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tga",
